NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
59134,11413,21982,3423,6595,8months-disease-replicate_1,Micro,Micro2
59135,8318,21977,2495,6593,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59136,5354,21975,1606,6593,8months-disease-replicate_1,Endo,Endo1
59138,10668,21979,3200,6594,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59139,15759,21974,4727,6593,8months-disease-replicate_1,Micro,Micro1
59140,6645,21974,1993,6593,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59141,9534,21975,2860,6593,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59142,1177,21982,353,6595,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59143,1378,21963,413,6589,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59144,1863,21959,558,6588,8months-disease-replicate_1,SMC,S2
59145,2304,21956,691,6587,8months-disease-replicate_1,Inh,Sst
59146,11298,21961,3389,6589,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59147,13986,21959,4195,6588,8months-disease-replicate_1,OPC,OPC
59148,14306,21958,4291,6588,8months-disease-replicate_1,Endo,Endo1
59149,4470,21951,1341,6586,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59150,15361,21949,4608,6585,8months-disease-replicate_1,Micro,Micro2
59151,6377,21939,1913,6582,8months-disease-replicate_1,SMC,S2
59152,9021,21938,2706,6582,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59153,10011,21924,3003,6578,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59154,17988,21931,5396,6580,8months-disease-replicate_1,SMC,S3
59155,11591,21925,3477,6578,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59156,457,21924,137,6578,8months-disease-replicate_1,Endo,Endo1
59157,3216,21920,964,6576,8months-disease-replicate_1,OPC,OPC
59158,6864,21909,2059,6573,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59159,9280,21920,2784,6576,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59160,17715,21915,5314,6575,8months-disease-replicate_1,Endo,Endo1
59161,17350,21905,5205,6572,8months-disease-replicate_1,Oligo,Oligo1
59162,6293,21913,1887,6574,8months-disease-replicate_1,Endo,Endo2
59163,15299,21894,4589,6569,8months-disease-replicate_1,Endo,Endo2
59164,8496,21896,2548,6569,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59165,9846,21876,2953,6563,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59167,11182,21882,3354,6565,8months-disease-replicate_1,Inh,Vip
59168,1690,21893,507,6568,8months-disease-replicate_1,Endo,Endo1
59169,1829,21888,548,6567,8months-disease-replicate_1,Endo,Endo1
59170,11043,21880,3312,6564,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59171,8688,21878,2606,6564,8months-disease-replicate_1,Endo,Endo1
59172,10312,21889,3093,6567,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59173,18086,21894,5425,6569,8months-disease-replicate_1,Astro,Astro2
59174,16878,21878,5063,6564,8months-disease-replicate_1,Micro,Micro1
59175,1138,21877,341,6563,8months-disease-replicate_1,Micro,Micro1
59176,5290,21873,1587,6562,8months-disease-replicate_1,Astro,Astro1
59177,7198,21865,2159,6560,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59178,7643,21878,2292,6564,8months-disease-replicate_1,Inh,Sst
59179,18272,21863,5481,6559,8months-disease-replicate_1,SMC,S3
59180,11746,21856,3523,6557,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59181,13558,21858,4067,6558,8months-disease-replicate_1,Astro,Astro2
59182,2021,21851,606,6556,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59183,3229,21848,968,6555,8months-disease-replicate_1,Oligo,Oligo1
59184,5683,21845,1704,6554,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59186,10866,21843,3259,6553,8months-disease-replicate_1,Astro,Astro1
59187,9120,21833,2736,6550,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59188,970,21839,291,6552,8months-disease-replicate_1,Astro,Astro1
59190,5536,21833,1660,6550,8months-disease-replicate_1,Astro,Astro1
59191,8934,21820,2680,6546,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59192,11402,21831,3420,6550,8months-disease-replicate_1,Inh,Pvalb
59193,18140,21828,5442,6549,8months-disease-replicate_1,Micro,Micro1
59194,18485,21820,5545,6546,8months-disease-replicate_1,SMC,S3
59195,11500,21828,3450,6549,8months-disease-replicate_1,Micro,Micro1
59197,16377,21807,4913,6542,8months-disease-replicate_1,Oligo,Oligo1
59198,3859,21807,1157,6542,8months-disease-replicate_1,Oligo,Oligo2
59199,3924,21805,1177,6542,8months-disease-replicate_1,Oligo,Oligo1
59200,4437,21800,1331,6540,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59201,2870,21790,861,6537,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59202,7603,21800,2280,6540,8months-disease-replicate_1,Micro,Micro1
59203,18380,21803,5514,6541,8months-disease-replicate_1,SMC,S3
59204,4941,21825,1482,6548,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59205,10544,21793,3163,6538,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59207,6136,21786,1840,6536,8months-disease-replicate_1,Astro,Astro1
59208,10322,21783,3096,6535,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59209,11303,21781,3390,6535,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59210,4276,21769,1282,6531,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59211,17218,21777,5165,6533,8months-disease-replicate_1,Astro,Astro1
59212,1046,21777,313,6533,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59213,1186,21749,355,6525,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59214,1371,21767,411,6530,8months-disease-replicate_1,SMC,S5
59215,17385,21769,5215,6531,8months-disease-replicate_1,OPC,OPC
59216,18476,21765,5542,6530,8months-disease-replicate_1,SMC,S3
59217,345,21764,103,6530,8months-disease-replicate_1,Oligo,Oligo2
59218,11646,21746,3493,6524,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59220,8022,21747,2406,6524,8months-disease-replicate_1,Inh,Pvalb
59221,1477,21751,443,6526,8months-disease-replicate_1,Endo,Endo2
59222,3265,21740,979,6522,8months-disease-replicate_1,Astro,Astro2
59223,10206,21731,3061,6520,8months-disease-replicate_1,Inh,Pvalb
59224,16536,21741,4960,6523,8months-disease-replicate_1,Endo,Endo1
59225,5598,21717,1679,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59226,1314,21736,394,6521,8months-disease-replicate_1,Astro,Astro2
59227,4998,21727,1499,6518,8months-disease-replicate_1,Oligo,Oligo1
59228,1635,21732,490,6520,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59229,11081,21733,3324,6520,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59230,1935,21727,580,6518,8months-disease-replicate_1,CTX-Ex,CTX-Ex4
59231,2571,21722,771,6517,8months-disease-replicate_1,Astro,Astro1
59232,9741,21761,2922,6529,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59233,10732,21724,3219,6518,8months-disease-replicate_1,Oligo,Oligo1
59234,5217,21723,1565,6517,8months-disease-replicate_1,Endo,Endo1
59235,17418,21714,5225,6515,8months-disease-replicate_1,OPC,OPC
59236,18452,21715,5535,6515,8months-disease-replicate_1,SMC,S3
59237,5455,21718,1636,6516,8months-disease-replicate_1,OPC,OPC
59238,7815,21717,2344,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59239,9585,21715,2875,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59240,12020,21712,3606,6514,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59241,3159,21701,947,6511,8months-disease-replicate_1,SMC,S2
59242,17486,21698,5245,6510,8months-disease-replicate_1,OPC,OPC
59243,9459,21700,2837,6510,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59244,12788,21690,3836,6507,8months-disease-replicate_1,Endo,Endo1
59245,642,21667,192,6500,8months-disease-replicate_1,Endo,Endo2
59246,15452,21693,4635,6508,8months-disease-replicate_1,Micro,Micro1
59247,1068,21661,320,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59248,8504,21692,2551,6508,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59249,2245,21684,673,6506,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59250,10946,21677,3283,6503,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59251,2035,21668,610,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59252,11593,21667,3477,6500,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59253,8226,21661,2467,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59254,11257,21662,3377,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59255,944,21678,283,6504,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59256,9521,21669,2856,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59257,8737,21668,2621,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59258,10771,21653,3231,6496,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59259,1849,21670,554,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59260,9721,21657,2916,6497,8months-disease-replicate_1,Oligo,Oligo1
59261,14457,21647,4337,6494,8months-disease-replicate_1,SMC,S2
59263,6457,21624,1937,6488,8months-disease-replicate_1,Micro,Micro3
59264,17057,21647,5117,6494,8months-disease-replicate_1,Inh,Lamp5
59265,7985,21650,2395,6495,8months-disease-replicate_1,Inh,Vip
59266,10065,21652,3019,6496,8months-disease-replicate_1,Endo,Endo2
59267,6378,21664,1913,6500,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59268,3547,21604,1064,6482,8months-disease-replicate_1,Astro,Astro1
59269,9127,21642,2738,6493,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59270,297,21633,89,6490,8months-disease-replicate_1,Endo,Endo2
59271,8572,21629,2571,6489,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59272,18628,21645,5588,6494,8months-disease-replicate_1,SMC,S3
59273,5285,21628,1585,6489,8months-disease-replicate_1,Oligo,Oligo1
59274,1324,21604,397,6482,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59275,10173,21622,3051,6487,8months-disease-replicate_1,Astro,Astro1
59276,17200,21626,5160,6488,8months-disease-replicate_1,Endo,Endo2
59277,12455,21610,3736,6483,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59278,13153,21611,3945,6484,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59279,4548,21611,1364,6484,8months-disease-replicate_1,Astro,Astro1
59280,9888,21611,2966,6484,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59281,3100,21583,930,6475,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59282,1691,21597,507,6479,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59283,3900,21614,1170,6485,8months-disease-replicate_1,Inh,Pvalb_Nog
59284,9743,21559,2922,6468,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59285,6756,21596,2026,6479,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59286,3464,21597,1039,6479,8months-disease-replicate_1,Endo,Endo1
59287,11745,21592,3523,6478,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59288,1449,21589,434,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59289,6133,21609,1839,6483,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59290,5778,21590,1733,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59291,14581,21597,4374,6479,8months-disease-replicate_1,Astro,Astro1
59292,2824,21595,847,6479,8months-disease-replicate_1,Inh,Pvalb
59293,9971,21587,2991,6476,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59294,6378,21570,1913,6471,8months-disease-replicate_1,Oligo,Oligo1
59295,10500,21583,3150,6475,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59297,12807,21574,3842,6473,8months-disease-replicate_1,Micro,Micro1
59298,837,21573,251,6472,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59299,5172,21570,1551,6471,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59300,9433,21574,2829,6473,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59301,4574,21556,1372,6467,8months-disease-replicate_1,Micro,Micro1
59302,4028,21565,1208,6470,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59303,8797,21554,2639,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59304,8105,21573,2431,6472,8months-disease-replicate_1,Inh,Sst
59305,2448,21556,734,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex4
59306,1139,21543,341,6463,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59307,7332,21588,2199,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59308,11374,21557,3412,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59309,7425,21561,2227,6469,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59310,9223,21550,2766,6465,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59311,7717,21527,2315,6458,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59312,11861,21537,3558,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59313,17855,21538,5356,6462,8months-disease-replicate_1,Inh,Lamp5
59315,280,21534,84,6461,8months-disease-replicate_1,Oligo,Oligo1
59316,9313,21537,2793,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59317,14880,21534,4464,6461,8months-disease-replicate_1,Oligo,Oligo1
59318,17777,21535,5333,6461,8months-disease-replicate_1,Inh,Cnr1
59319,10162,21535,3048,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59320,18281,21525,5484,6458,8months-disease-replicate_1,Micro,Micro3
59321,19024,21543,5707,6463,8months-disease-replicate_1,SMC,S3
59322,5015,21530,1504,6459,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59323,12956,21515,3886,6455,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59324,19162,21514,5748,6455,8months-disease-replicate_1,SMC,S3
59325,6204,21499,1861,6450,8months-disease-replicate_1,Oligo,Oligo3
59327,2574,21501,772,6451,8months-disease-replicate_1,Oligo,Oligo1
59328,10921,21507,3276,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59329,18823,21512,5646,6454,8months-disease-replicate_1,Endo,Endo1
59330,12165,21506,3649,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59331,954,21498,286,6450,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59332,3661,21494,1098,6449,8months-disease-replicate_1,Astro,Astro1
59333,4107,21480,1232,6444,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59334,2692,21496,807,6449,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59335,2784,21479,835,6444,8months-disease-replicate_1,Micro,Micro1
59336,19093,21486,5727,6446,8months-disease-replicate_1,SMC,S3
59337,4848,21504,1454,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59338,11500,21488,3450,6447,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59339,8555,21481,2566,6445,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59340,813,21469,243,6441,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59341,1595,21482,478,6445,8months-disease-replicate_1,Inh,Sst
59342,12345,21469,3703,6441,8months-disease-replicate_1,Astro,Astro1
59343,10190,21454,3057,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59344,9894,21457,2968,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59345,18997,21461,5699,6439,8months-disease-replicate_1,SMC,S4
59346,6922,21472,2076,6442,8months-disease-replicate_1,CTX-Ex,CTX-Ex4
59347,4308,21455,1292,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59348,6822,21449,2046,6435,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59349,5987,21445,1796,6434,8months-disease-replicate_1,Endo,Endo2
59350,19264,21447,5779,6434,8months-disease-replicate_1,SMC,S3
59351,11018,21431,3305,6430,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59352,19172,21441,5751,6433,8months-disease-replicate_1,SMC,S5
59354,11384,21429,3415,6429,8months-disease-replicate_1,Micro,Micro3
59355,6326,21411,1897,6424,8months-disease-replicate_1,CTX-Ex,CTX-Ex4
59356,19383,21421,5814,6427,8months-disease-replicate_1,SMC,S3
59357,9371,21419,2811,6426,8months-disease-replicate_1,Endo,Endo2
59358,1884,21403,565,6421,8months-disease-replicate_1,Micro,Micro3
59359,7599,21424,2279,6428,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59360,5364,21417,1609,6425,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59361,11982,21404,3594,6422,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59362,11286,21406,3385,6422,8months-disease-replicate_1,Micro,Micro3
59363,1346,21388,403,6417,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59364,7880,21400,2364,6420,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59365,10778,21398,3233,6420,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59366,18331,21394,5499,6419,8months-disease-replicate_1,Micro,Micro2
59367,10095,21396,3028,6419,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59368,3882,21389,1164,6417,8months-disease-replicate_1,Oligo,Oligo1
59369,6981,21392,2094,6418,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59370,19494,21386,5848,6416,8months-disease-replicate_1,SMC,S3
59371,10569,21393,3170,6418,8months-disease-replicate_1,Inh,Pvalb
59372,15623,21382,4686,6415,8months-disease-replicate_1,Astro,Astro1
59373,1202,21376,360,6413,8months-disease-replicate_1,Astro,Astro1
59374,5128,21391,1538,6418,8months-disease-replicate_1,Inh,Pvalb
59376,886,21373,265,6412,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59377,11824,21373,3547,6412,8months-disease-replicate_1,Endo,Endo1
59378,8148,21357,2444,6407,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59379,17390,21374,5217,6413,8months-disease-replicate_1,Endo,Endo2
59380,9515,21360,2854,6408,8months-disease-replicate_1,Astro,Astro1
59381,9436,21370,2830,6411,8months-disease-replicate_1,Astro,Astro1
59382,8251,21353,2475,6406,8months-disease-replicate_1,CA2,CA2-Ex
59383,13410,21342,4023,6403,8months-disease-replicate_1,Inh,Pvalb
59384,4017,21355,1205,6407,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59386,1625,21339,487,6402,8months-disease-replicate_1,Micro,Micro1
59387,3511,21366,1053,6410,8months-disease-replicate_1,Micro,Micro3
59388,9721,21364,2916,6410,8months-disease-replicate_1,OPC,OPC
59389,9960,21352,2988,6406,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59390,4249,21336,1274,6401,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59391,12546,21340,3763,6402,8months-disease-replicate_1,Inh,Sst
59392,5694,21325,1708,6398,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59393,11532,21339,3459,6402,8months-disease-replicate_1,Oligo,Oligo1
59394,412,21332,123,6400,8months-disease-replicate_1,Micro,Micro3
59396,6563,21329,1968,6399,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59397,11412,21325,3423,6398,8months-disease-replicate_1,Micro,Micro3
59398,10645,21323,3193,6397,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59399,2314,21331,694,6400,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59400,8318,21317,2495,6395,8months-disease-replicate_1,Oligo,Oligo1
59401,7475,21314,2242,6395,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59402,12077,21306,3623,6392,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59403,1066,21311,319,6394,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59404,13177,21307,3953,6392,8months-disease-replicate_1,Inh,Vip
59406,6808,21318,2042,6396,8months-disease-replicate_1,Astro,Astro1
59407,7856,21309,2356,6393,8months-disease-replicate_1,Endo,Endo1
59408,2402,21294,720,6389,8months-disease-replicate_1,Oligo,Oligo1
59409,14233,21302,4269,6391,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59410,3175,21292,952,6388,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59411,15020,21291,4506,6388,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59412,6924,21285,2077,6386,8months-disease-replicate_1,CTX-Ex,CTX-Ex4
59413,10254,21286,3076,6386,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59414,11842,21279,3552,6384,8months-disease-replicate_1,Inh,Pvalb
59415,13799,21297,4139,6389,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59416,5549,21285,1664,6386,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59417,4082,21268,1224,6381,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59418,5196,21282,1558,6385,8months-disease-replicate_1,CTX-Ex,CTX-Ex3
59419,11197,21277,3359,6383,8months-disease-replicate_1,Micro,Micro3
59420,9123,21272,2736,6382,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59421,18686,21273,5605,6382,8months-disease-replicate_1,Endo,Endo1
59422,9571,21265,2871,6380,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59423,13069,21243,3920,6373,8months-disease-replicate_1,CTX-Ex,CTX-Ex1
59424,6285,21274,1885,6383,8months-disease-replicate_1,Astro,Astro1
59425,3729,21251,1118,6376,8months-disease-replicate_1,Oligo,Oligo2
59426,13891,21258,4167,6378,8months-disease-replicate_1,CTX-Ex,CTX-Ex2
59427,8503,21252,2550,6376,8months-disease-replicate_1,Endo,Endo2
59428,3502,21251,1050,6376,8months-disease-replicate_1,Micro,Micro3
