NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
68296,17051,279,5116,83,8months-disease-replicate_2,Oligo,Oligo1
68297,6406,278,1922,83,8months-disease-replicate_2,DG,DG
68298,16967,286,5091,85,8months-disease-replicate_2,Oligo,Oligo1
68299,6242,272,1873,81,8months-disease-replicate_2,DG,DG
68300,5697,286,1710,85,8months-disease-replicate_2,DG,DG
68301,19605,280,5882,84,8months-disease-replicate_2,Oligo,Oligo1
68302,5545,281,1664,84,8months-disease-replicate_2,DG,DG
68304,945,278,284,83,8months-disease-replicate_2,LHb,LHb
68305,19507,292,5853,87,8months-disease-replicate_2,Oligo,Oligo1
68306,653,295,196,88,8months-disease-replicate_2,LHb,LHb
68307,15095,300,4529,90,8months-disease-replicate_2,Oligo,Oligo1
68308,13387,300,4017,90,8months-disease-replicate_2,Oligo,Oligo2
68309,6788,285,2037,85,8months-disease-replicate_2,DG,DG
68310,8974,308,2693,92,8months-disease-replicate_2,Astro,Astro2
68311,6545,304,1964,91,8months-disease-replicate_2,DG,DG
68312,5203,305,1561,91,8months-disease-replicate_2,DG,DG
68313,5402,308,1621,92,8months-disease-replicate_2,DG,DG
68314,5300,319,1590,95,8months-disease-replicate_2,DG,DG
68315,19406,319,5822,95,8months-disease-replicate_2,Oligo,Oligo1
68316,5779,315,1734,94,8months-disease-replicate_2,DG,DG
68317,1094,316,329,94,8months-disease-replicate_2,CTX-Ex,CTX-Ex3
68319,4428,325,1329,97,8months-disease-replicate_2,DG,DG
68320,10688,312,3207,93,8months-disease-replicate_2,Oligo,Oligo1
68321,737,322,222,96,8months-disease-replicate_2,CTX-Ex,CTX-Ex2
68322,14663,327,4399,98,8months-disease-replicate_2,Oligo,Oligo1
68323,6665,298,2000,89,8months-disease-replicate_2,DG,DG
68324,1683,315,505,94,8months-disease-replicate_2,SMC,S3
68325,4613,334,1384,100,8months-disease-replicate_2,DG,DG
68326,4217,329,1266,98,8months-disease-replicate_2,Endo,Endo1
68327,14755,336,4427,100,8months-disease-replicate_2,Oligo,Oligo1
68328,7222,338,2167,101,8months-disease-replicate_2,DG,DG
68329,1015,351,305,105,8months-disease-replicate_2,LHb,LHb
68331,17087,349,5127,104,8months-disease-replicate_2,Micro,Micro1
68332,6005,357,1802,107,8months-disease-replicate_2,DG,DG
68333,7084,328,2126,98,8months-disease-replicate_2,DG,DG
68334,6767,350,2031,105,8months-disease-replicate_2,DG,DG
68335,17165,351,5150,105,8months-disease-replicate_2,Micro,Micro3
68336,1172,348,352,104,8months-disease-replicate_2,SMC,S3
68337,11259,347,3378,104,8months-disease-replicate_2,Astro,Astro3
68338,5597,362,1680,108,8months-disease-replicate_2,DG,DG
68339,6144,359,1844,107,8months-disease-replicate_2,DG,DG
68340,5870,353,1761,105,8months-disease-replicate_2,DG,DG
68341,12585,361,3776,108,8months-disease-replicate_2,Oligo,Oligo1
68342,8697,331,2610,99,8months-disease-replicate_2,DG,DG
68343,10904,373,3272,111,8months-disease-replicate_2,Oligo,Oligo1
68344,11909,370,3573,111,8months-disease-replicate_2,Oligo,Oligo1
68345,1299,357,390,107,8months-disease-replicate_2,Oligo,Oligo1
68346,9384,395,2816,118,8months-disease-replicate_2,Oligo,Oligo1
68347,4847,379,1455,113,8months-disease-replicate_2,DG,DG
68348,6492,378,1948,113,8months-disease-replicate_2,DG,DG
68349,4969,367,1491,110,8months-disease-replicate_2,DG,DG
68350,16176,379,4853,113,8months-disease-replicate_2,Oligo,Oligo1
68351,6336,373,1901,111,8months-disease-replicate_2,DG,DG
68352,4726,376,1418,112,8months-disease-replicate_2,DG,DG
68353,17918,384,5376,115,8months-disease-replicate_2,Oligo,Oligo1
68354,890,373,267,111,8months-disease-replicate_2,LHb,LHb
68355,8060,415,2418,124,8months-disease-replicate_2,DG,DG
68356,761,393,229,117,8months-disease-replicate_2,SMC,S3
68357,18014,393,5405,117,8months-disease-replicate_2,Oligo,Oligo1
68358,10402,408,3121,122,8months-disease-replicate_2,Oligo,Oligo1
68359,8410,352,2523,105,8months-disease-replicate_2,DG,DG
68360,11512,401,3454,120,8months-disease-replicate_2,Oligo,Oligo1
68361,5679,398,1704,119,8months-disease-replicate_2,DG,DG
68362,15984,395,4796,118,8months-disease-replicate_2,Oligo,Oligo1
68363,6935,390,2081,117,8months-disease-replicate_2,DG,DG
68364,6220,421,1866,126,8months-disease-replicate_2,DG,DG
68365,6774,451,2033,135,8months-disease-replicate_2,DG,DG
68366,14196,409,4259,122,8months-disease-replicate_2,Oligo,Oligo1
68367,12982,410,3895,123,8months-disease-replicate_2,Oligo,Oligo1
68368,5785,402,1736,120,8months-disease-replicate_2,DG,DG
68369,5072,400,1522,120,8months-disease-replicate_2,DG,DG
68370,8276,355,2483,106,8months-disease-replicate_2,DG,DG
68371,8548,365,2565,109,8months-disease-replicate_2,DG,DG
68372,19259,417,5778,125,8months-disease-replicate_2,Oligo,Oligo1
68373,12606,422,3782,126,8months-disease-replicate_2,Oligo,Oligo1
68374,5390,411,1617,123,8months-disease-replicate_2,DG,DG
68375,2568,431,771,129,8months-disease-replicate_2,SMC,S3
68376,12885,424,3866,127,8months-disease-replicate_2,Oligo,Oligo1
68377,6632,431,1990,129,8months-disease-replicate_2,DG,DG
68378,4293,423,1288,126,8months-disease-replicate_2,DG,DG
68379,1304,425,392,127,8months-disease-replicate_2,Oligo,Oligo1
68380,11311,423,3394,126,8months-disease-replicate_2,OPC,OPC
68381,5512,431,1654,129,8months-disease-replicate_2,DG,DG
68382,5196,417,1559,125,8months-disease-replicate_2,DG,DG
68383,4480,417,1344,125,8months-disease-replicate_2,DG,DG
68384,12686,425,3806,127,8months-disease-replicate_2,Inh,Sst
68385,4623,434,1387,130,8months-disease-replicate_2,DG,DG
68386,816,455,245,136,8months-disease-replicate_2,CTX-Ex,CTX-Ex2
68388,1073,431,322,129,8months-disease-replicate_2,LHb,LHb
68389,17441,442,5233,132,8months-disease-replicate_2,Oligo,Oligo1
68390,7360,406,2208,121,8months-disease-replicate_2,DG,DG
68391,7099,438,2130,131,8months-disease-replicate_2,DG,DG
68392,5871,446,1762,133,8months-disease-replicate_2,DG,DG
68393,6094,457,1829,137,8months-disease-replicate_2,DG,DG
68394,5744,460,1724,138,8months-disease-replicate_2,DG,DG
68395,1229,452,369,135,8months-disease-replicate_2,SMC,S3
68396,971,446,292,133,8months-disease-replicate_2,LHb,LHb
68397,8580,496,2574,148,8months-disease-replicate_2,Astro,Astro2
68398,6317,488,1896,146,8months-disease-replicate_2,DG,DG
68399,17523,467,5257,140,8months-disease-replicate_2,Oligo,Oligo2
68400,6464,482,1940,144,8months-disease-replicate_2,DG,DG
68401,11002,471,3301,141,8months-disease-replicate_2,Oligo,Oligo1
68402,7212,464,2164,139,8months-disease-replicate_2,DG,DG
68403,5946,462,1784,138,8months-disease-replicate_2,DG,DG
68404,4874,468,1463,140,8months-disease-replicate_2,DG,DG
68405,17191,482,5158,144,8months-disease-replicate_2,Oligo,Oligo1
68406,4972,472,1492,141,8months-disease-replicate_2,DG,DG
68407,888,497,267,149,8months-disease-replicate_2,SMC,S3
68408,10940,500,3282,150,8months-disease-replicate_2,Astro,Astro3
68410,12135,495,3641,148,8months-disease-replicate_2,Oligo,Oligo1
68412,7012,492,2104,147,8months-disease-replicate_2,DG,DG
68413,1113,496,334,148,8months-disease-replicate_2,SMC,S3
68414,8494,493,2549,147,8months-disease-replicate_2,DG,DG
68415,1329,497,399,149,8months-disease-replicate_2,Oligo,Oligo1
68416,5147,504,1545,151,8months-disease-replicate_2,DG,DG
68417,5638,502,1692,150,8months-disease-replicate_2,DG,DG
68418,12057,509,3618,152,8months-disease-replicate_2,Oligo,Oligo1
68419,4744,498,1424,149,8months-disease-replicate_2,DG,DG
68420,7274,513,2183,153,8months-disease-replicate_2,DG,DG
68421,4488,517,1347,155,8months-disease-replicate_2,DG,DG
68422,7606,487,2282,146,8months-disease-replicate_2,DG,DG
68424,7357,527,2208,158,8months-disease-replicate_2,DG,DG
68425,5319,510,1596,153,8months-disease-replicate_2,DG,DG
68426,1416,508,425,152,8months-disease-replicate_2,SMC,S3
68427,5421,519,1627,155,8months-disease-replicate_2,DG,DG
68429,5780,527,1734,158,8months-disease-replicate_2,DG,DG
68430,6626,534,1988,160,8months-disease-replicate_2,DG,DG
68431,6031,524,1810,157,8months-disease-replicate_2,DG,DG
68432,4585,531,1376,159,8months-disease-replicate_2,DG,DG
68433,4357,524,1308,157,8months-disease-replicate_2,DG,DG
68435,6899,527,2070,158,8months-disease-replicate_2,DG,DG
68436,5043,531,1513,159,8months-disease-replicate_2,DG,DG
68437,7090,541,2127,162,8months-disease-replicate_2,DG,DG
68438,19496,543,5849,162,8months-disease-replicate_2,Oligo,Oligo1
68439,14378,544,4314,163,8months-disease-replicate_2,Astro,Astro3
68440,4850,551,1455,165,8months-disease-replicate_2,DG,DG
68441,11965,547,3590,164,8months-disease-replicate_2,Oligo,Oligo1
68442,973,559,292,167,8months-disease-replicate_2,SMC,S3
68443,18471,550,5542,165,8months-disease-replicate_2,Oligo,Oligo1
68444,14869,549,4461,164,8months-disease-replicate_2,Oligo,Oligo1
68445,16806,553,5042,165,8months-disease-replicate_2,Oligo,Oligo2
68446,1061,563,319,168,8months-disease-replicate_2,DG,DG
68447,4951,572,1486,171,8months-disease-replicate_2,DG,DG
68448,1480,558,444,167,8months-disease-replicate_2,SMC,S3
68449,10331,556,3100,166,8months-disease-replicate_2,Astro,Astro1
68450,16915,554,5075,166,8months-disease-replicate_2,Oligo,Oligo2
68451,5865,555,1760,166,8months-disease-replicate_2,DG,DG
68452,4664,556,1400,166,8months-disease-replicate_2,DG,DG
68453,4236,548,1271,164,8months-disease-replicate_2,DG,DG
68454,7173,556,2152,166,8months-disease-replicate_2,DG,DG
68455,8190,561,2457,168,8months-disease-replicate_2,Micro,Micro1
68456,7464,545,2240,163,8months-disease-replicate_2,DG,DG
68457,5954,562,1787,168,8months-disease-replicate_2,DG,DG
68458,18228,571,5469,171,8months-disease-replicate_2,Oligo,Oligo1
68459,5238,555,1572,166,8months-disease-replicate_2,DG,DG
68460,5575,574,1673,172,8months-disease-replicate_2,DG,DG
68462,1321,586,397,175,8months-disease-replicate_2,Astro,Astro3
68463,18062,583,5419,174,8months-disease-replicate_2,Astro,Astro1
68464,15876,587,4763,176,8months-disease-replicate_2,Oligo,Oligo1
68465,14800,588,4440,176,8months-disease-replicate_2,Oligo,Oligo1
68466,3565,590,1070,177,8months-disease-replicate_2,Micro,Micro2
68467,14735,593,4421,177,8months-disease-replicate_2,Endo,Endo1
68468,11876,592,3563,177,8months-disease-replicate_2,Astro,Astro3
68469,6558,600,1968,180,8months-disease-replicate_2,DG,DG
68470,19095,599,5729,179,8months-disease-replicate_2,Oligo,Oligo1
68471,5120,598,1536,179,8months-disease-replicate_2,DG,DG
68473,12576,604,3773,181,8months-disease-replicate_2,Oligo,Oligo1
68474,1389,602,417,180,8months-disease-replicate_2,SMC,S3
68475,5441,607,1633,182,8months-disease-replicate_2,DG,DG
68476,4788,608,1437,182,8months-disease-replicate_2,DG,DG
68477,12671,612,3802,183,8months-disease-replicate_2,Oligo,Oligo2
68478,5924,623,1778,186,8months-disease-replicate_2,DG,DG
68479,6941,610,2083,183,8months-disease-replicate_2,DG,DG
68480,6192,587,1858,176,8months-disease-replicate_2,DG,DG
68481,18039,620,5412,186,8months-disease-replicate_2,Astro,Astro2
68482,8210,614,2463,184,8months-disease-replicate_2,Endo,Endo1
68483,13500,615,4050,184,8months-disease-replicate_2,Oligo,Oligo1
68484,14584,623,4376,186,8months-disease-replicate_2,Oligo,Oligo1
68485,6033,616,1810,184,8months-disease-replicate_2,DG,DG
68488,7317,618,2196,185,8months-disease-replicate_2,DG,DG
68489,16054,622,4817,186,8months-disease-replicate_2,Oligo,Oligo1
68490,4050,623,1215,186,8months-disease-replicate_2,DG,DG
68492,17939,628,5382,188,8months-disease-replicate_2,Oligo,Oligo1
68493,5768,622,1731,186,8months-disease-replicate_2,DG,DG
68494,6458,615,1938,184,8months-disease-replicate_2,DG,DG
68495,14678,639,4404,191,8months-disease-replicate_2,Oligo,Oligo1
68496,16373,634,4912,190,8months-disease-replicate_2,Oligo,Oligo2
68497,7056,630,2117,189,8months-disease-replicate_2,DG,DG
68498,6311,622,1894,186,8months-disease-replicate_2,DG,DG
68499,7230,622,2169,186,8months-disease-replicate_2,DG,DG
68500,7158,635,2148,190,8months-disease-replicate_2,DG,DG
68501,4449,634,1335,190,8months-disease-replicate_2,DG,DG
68502,17794,635,5339,190,8months-disease-replicate_2,Endo,Endo3
68503,4544,632,1364,189,8months-disease-replicate_2,DG,DG
68504,4360,636,1308,190,8months-disease-replicate_2,DG,DG
68505,1119,637,336,191,8months-disease-replicate_2,SMC,S3
68506,4704,642,1412,192,8months-disease-replicate_2,DG,DG
68507,5671,629,1702,188,8months-disease-replicate_2,DG,DG
68508,5023,638,1507,191,8months-disease-replicate_2,DG,DG
68509,7757,576,2328,172,8months-disease-replicate_2,DG,DG
68510,15040,651,4512,195,8months-disease-replicate_2,Oligo,Oligo1
68511,5300,650,1590,195,8months-disease-replicate_2,DG,DG
68512,1419,669,426,200,8months-disease-replicate_2,Astro,Astro2
68513,4210,660,1263,198,8months-disease-replicate_2,DG,DG
68514,5856,668,1757,200,8months-disease-replicate_2,DG,DG
68515,5520,666,1656,199,8months-disease-replicate_2,DG,DG
68517,11783,671,3535,201,8months-disease-replicate_2,Oligo,Oligo1
68518,6791,637,2038,191,8months-disease-replicate_2,DG,DG
68519,6110,656,1833,196,8months-disease-replicate_2,DG,DG
68520,17041,675,5113,202,8months-disease-replicate_2,Oligo,Oligo2
68522,5193,660,1558,198,8months-disease-replicate_2,DG,DG
68523,4621,673,1387,201,8months-disease-replicate_2,DG,DG
68524,13723,681,4117,204,8months-disease-replicate_2,SMC,S2
68525,16256,675,4877,202,8months-disease-replicate_2,Oligo,Oligo1
68526,8380,689,2514,206,8months-disease-replicate_2,Endo,Endo1
68527,7496,689,2249,206,8months-disease-replicate_2,DG,DG
68528,13590,683,4077,204,8months-disease-replicate_2,Oligo,Oligo1
68529,11859,689,3558,206,8months-disease-replicate_2,Oligo,Oligo1
68530,7922,608,2377,182,8months-disease-replicate_2,DG,DG
68531,6977,688,2094,206,8months-disease-replicate_2,DG,DG
68532,7205,697,2162,209,8months-disease-replicate_2,DG,DG
68533,4886,675,1466,202,8months-disease-replicate_2,DG,DG
68534,1297,711,390,213,8months-disease-replicate_2,SMC,S3
68535,7604,684,2282,205,8months-disease-replicate_2,DG,DG
68536,6397,671,1920,201,8months-disease-replicate_2,DG,DG
68537,6552,692,1966,207,8months-disease-replicate_2,DG,DG
68538,5598,692,1680,207,8months-disease-replicate_2,DG,DG
68539,17620,687,5286,206,8months-disease-replicate_2,Oligo,Oligo1
68540,5123,699,1537,209,8months-disease-replicate_2,DG,DG
68541,7111,703,2134,210,8months-disease-replicate_2,DG,DG
68542,4967,699,1491,209,8months-disease-replicate_2,DG,DG
68544,4319,715,1296,214,8months-disease-replicate_2,DG,DG
68545,13175,709,3953,212,8months-disease-replicate_2,Oligo,Oligo1
68546,11106,710,3332,213,8months-disease-replicate_2,Endo,Endo1
68547,7359,693,2208,207,8months-disease-replicate_2,DG,DG
68548,7267,715,2181,214,8months-disease-replicate_2,DG,DG
68549,4798,716,1440,214,8months-disease-replicate_2,DG,DG
68550,4115,715,1235,214,8months-disease-replicate_2,DG,DG
68551,5739,715,1722,214,8months-disease-replicate_2,DG,DG
68552,14479,712,4344,213,8months-disease-replicate_2,Endo,Endo1
68553,5063,715,1519,214,8months-disease-replicate_2,DG,DG
68556,17356,718,5207,215,8months-disease-replicate_2,Oligo,Oligo2
68557,1105,719,332,215,8months-disease-replicate_2,SMC,S3
68558,6896,721,2069,216,8months-disease-replicate_2,DG,DG
68559,18533,725,5560,217,8months-disease-replicate_2,Astro,Astro1
68560,17495,722,5249,216,8months-disease-replicate_2,Oligo,Oligo3
68561,6024,718,1808,215,8months-disease-replicate_2,DG,DG
68562,5214,732,1565,219,8months-disease-replicate_2,DG,DG
68563,16501,731,4951,219,8months-disease-replicate_2,Oligo,Oligo1
68565,17694,727,5309,218,8months-disease-replicate_2,Oligo,Oligo1
68566,5941,733,1783,219,8months-disease-replicate_2,DG,DG
68567,4508,737,1353,221,8months-disease-replicate_2,DG,DG
68568,5416,721,1625,216,8months-disease-replicate_2,DG,DG
68569,5659,751,1698,225,8months-disease-replicate_2,DG,DG
68571,6247,747,1875,224,8months-disease-replicate_2,DG,DG
68572,4697,749,1410,224,8months-disease-replicate_2,DG,DG
68573,6150,746,1845,223,8months-disease-replicate_2,DG,DG
68574,16797,748,5040,224,8months-disease-replicate_2,Oligo,Oligo1
68575,17586,757,5276,227,8months-disease-replicate_2,Oligo,Oligo1
68576,7024,750,2108,225,8months-disease-replicate_2,DG,DG
68577,7417,751,2226,225,8months-disease-replicate_2,DG,DG
68578,5012,759,1504,227,8months-disease-replicate_2,DG,DG
68579,4017,760,1206,228,8months-disease-replicate_2,DG,DG
68580,5297,759,1590,227,8months-disease-replicate_2,DG,DG
68581,5853,769,1756,230,8months-disease-replicate_2,DG,DG
68582,4598,772,1380,231,8months-disease-replicate_2,DG,DG
68583,7171,775,2152,232,8months-disease-replicate_2,DG,DG
68585,17275,760,5183,228,8months-disease-replicate_2,Oligo,Oligo1
68586,6539,815,1962,244,8months-disease-replicate_2,DG,DG
68587,5494,778,1649,233,8months-disease-replicate_2,DG,DG
68588,17387,781,5217,234,8months-disease-replicate_2,Micro,Micro1
68589,16127,779,4839,233,8months-disease-replicate_2,Oligo,Oligo1
68591,14119,780,4236,234,8months-disease-replicate_2,Oligo,Oligo1
68592,5563,780,1669,234,8months-disease-replicate_2,DG,DG
68593,15887,781,4767,234,8months-disease-replicate_2,Oligo,Oligo1
68594,10997,775,3300,232,8months-disease-replicate_2,Oligo,Oligo2
68595,6748,787,2025,236,8months-disease-replicate_2,DG,DG
68596,6051,813,1816,243,8months-disease-replicate_2,Astro,Astro2
68597,6343,786,1903,235,8months-disease-replicate_2,DG,DG
68598,14389,787,4317,236,8months-disease-replicate_2,Oligo,Oligo1
68599,6432,801,1930,240,8months-disease-replicate_2,DG,DG
68600,4910,785,1473,235,8months-disease-replicate_2,DG,DG
68601,15136,789,4541,236,8months-disease-replicate_2,Micro,Micro1
68602,4419,781,1326,234,8months-disease-replicate_2,DG,DG
68603,7323,793,2197,237,8months-disease-replicate_2,DG,DG
68604,16208,793,4863,237,8months-disease-replicate_2,Oligo,Oligo1
68605,15693,789,4708,236,8months-disease-replicate_2,Oligo,Oligo2
68606,4243,787,1273,236,8months-disease-replicate_2,DG,DG
68608,5770,806,1731,241,8months-disease-replicate_2,DG,DG
68609,13925,800,4178,240,8months-disease-replicate_2,Oligo,Oligo1
68610,6837,806,2052,241,8months-disease-replicate_2,DG,DG
68611,5173,802,1552,240,8months-disease-replicate_2,DG,DG
68612,5379,806,1614,241,8months-disease-replicate_2,DG,DG
68613,14279,798,4284,239,8months-disease-replicate_2,Oligo,Oligo1
68614,7238,811,2172,243,8months-disease-replicate_2,DG,DG
68615,5094,804,1529,241,8months-disease-replicate_2,DG,DG
68616,1133,821,340,246,8months-disease-replicate_2,SMC,S3
68617,7089,813,2127,243,8months-disease-replicate_2,DG,DG
68618,12335,819,3701,245,8months-disease-replicate_2,Oligo,Oligo1
68619,6972,812,2092,243,8months-disease-replicate_2,DG,DG
68620,1055,818,317,245,8months-disease-replicate_2,SMC,S3
68621,15427,814,4629,244,8months-disease-replicate_2,Oligo,Oligo2
68622,16874,813,5063,243,8months-disease-replicate_2,Oligo,Oligo2
68623,12240,813,3672,243,8months-disease-replicate_2,Oligo,Oligo1
68624,4772,813,1432,243,8months-disease-replicate_2,DG,DG
68625,7800,808,2340,242,8months-disease-replicate_2,Endo,Endo1
68626,18831,823,5650,246,8months-disease-replicate_2,Oligo,Oligo1
68627,10987,842,3297,252,8months-disease-replicate_2,Oligo,Oligo2
68628,5003,830,1501,249,8months-disease-replicate_2,DG,DG
68630,19541,828,5863,248,8months-disease-replicate_2,Oligo,Oligo1
68631,4141,820,1243,246,8months-disease-replicate_2,DG,DG
68632,5637,841,1692,252,8months-disease-replicate_2,DG,DG
68633,1914,827,575,248,8months-disease-replicate_2,Micro,Micro1
68634,3947,842,1185,252,8months-disease-replicate_2,DG,DG
68635,16946,844,5084,253,8months-disease-replicate_2,Oligo,Oligo1
68636,14995,845,4499,253,8months-disease-replicate_2,Oligo,Oligo1
68637,6163,843,1849,252,8months-disease-replicate_2,Oligo,Oligo1
68638,989,845,297,253,8months-disease-replicate_2,SMC,S3
68640,4326,867,1298,260,8months-disease-replicate_2,DG,DG
68641,4563,853,1369,255,8months-disease-replicate_2,DG,DG
68642,16619,859,4986,257,8months-disease-replicate_2,Astro,Astro3
68643,7742,842,2323,252,8months-disease-replicate_2,Endo,Endo1
68644,5250,864,1575,259,8months-disease-replicate_2,DG,DG
68645,4857,860,1458,258,8months-disease-replicate_2,DG,DG
68646,4693,866,1408,259,8months-disease-replicate_2,DG,DG
68648,19098,879,5730,263,8months-disease-replicate_2,Oligo,Oligo1
68649,4493,878,1348,263,8months-disease-replicate_2,DG,DG
68650,5073,879,1522,263,8months-disease-replicate_2,DG,DG
68651,7675,886,2303,265,8months-disease-replicate_2,Micro,Micro1
68652,5456,890,1637,267,8months-disease-replicate_2,DG,DG
68654,5556,888,1667,266,8months-disease-replicate_2,DG,DG
68655,5354,892,1607,267,8months-disease-replicate_2,DG,DG
68656,4064,889,1220,266,8months-disease-replicate_2,DG,DG
68657,4401,905,1321,271,8months-disease-replicate_2,DG,DG
68658,19159,898,5748,269,8months-disease-replicate_2,Oligo,Oligo1
68659,19258,897,5778,269,8months-disease-replicate_2,Astro,Astro3
68660,4934,900,1481,270,8months-disease-replicate_2,DG,DG
68662,4160,907,1248,272,8months-disease-replicate_2,DG,DG
68663,2846,923,854,276,8months-disease-replicate_2,Astro,Astro1
68664,1910,902,573,270,8months-disease-replicate_2,Micro,Micro1
68666,5182,922,1555,276,8months-disease-replicate_2,DG,DG
68667,5708,897,1713,269,8months-disease-replicate_2,Oligo,Oligo1
68668,2532,913,760,273,8months-disease-replicate_2,Astro,Astro3
68669,1252,915,376,274,8months-disease-replicate_2,Micro,Micro1
