NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
19143,19077,220,5723,66,13months-disease-replicate_2,Oligo,Oligo1
19144,18094,217,5428,65,13months-disease-replicate_2,SMC,S1
19145,7246,228,2173,68,13months-disease-replicate_2,SMC,S5
19146,1845,234,553,70,13months-disease-replicate_2,LHb,LHb
19147,412,225,123,67,13months-disease-replicate_2,LHb,LHb
19148,14875,239,4462,71,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19149,12279,238,3683,71,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19150,1554,230,466,69,13months-disease-replicate_2,LHb,LHb
19151,13206,242,3961,72,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19152,17616,238,5284,71,13months-disease-replicate_2,Oligo,Oligo1
19153,12431,240,3729,72,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19154,13309,241,3992,72,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19155,1451,254,435,76,13months-disease-replicate_2,LHb,LHb
19156,18609,250,5582,75,13months-disease-replicate_2,Oligo,Oligo1
19157,1335,250,400,75,13months-disease-replicate_2,LHb,LHb
19158,17031,238,5109,71,13months-disease-replicate_2,SMC,S5
19160,12052,255,3615,76,13months-disease-replicate_2,Oligo,Oligo1
19161,17542,250,5262,75,13months-disease-replicate_2,Oligo,Oligo1
19162,115,259,34,77,13months-disease-replicate_2,LHb,LHb
19163,6389,263,1916,78,13months-disease-replicate_2,OPC,OPC
19164,2167,269,650,80,13months-disease-replicate_2,Astro,Astro1
19166,1745,269,523,80,13months-disease-replicate_2,LHb,LHb
19167,1639,267,491,80,13months-disease-replicate_2,LHb,LHb
19168,18179,258,5453,77,13months-disease-replicate_2,Oligo,Oligo1
19169,7361,272,2208,81,13months-disease-replicate_2,SMC,S3
19170,19471,259,5841,77,13months-disease-replicate_2,Oligo,Oligo1
19171,9920,277,2976,83,13months-disease-replicate_2,Oligo,Oligo1
19172,479,271,143,81,13months-disease-replicate_2,LHb,LHb
19173,2885,287,865,86,13months-disease-replicate_2,Micro,Micro3
19174,9169,263,2750,78,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19175,824,284,247,85,13months-disease-replicate_2,Astro,Astro1
19176,12966,288,3889,86,13months-disease-replicate_2,SMC,S5
19177,18257,285,5477,85,13months-disease-replicate_2,Endo,Endo3
19178,60,285,18,85,13months-disease-replicate_2,OPC,OPC
19179,2271,290,681,87,13months-disease-replicate_2,Astro,Astro3
19180,15472,292,4641,87,13months-disease-replicate_2,Astro,Astro1
19181,12781,298,3834,89,13months-disease-replicate_2,SMC,S5
19182,16838,301,5051,90,13months-disease-replicate_2,SMC,S5
19183,8115,294,2434,88,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19184,5423,305,1626,91,13months-disease-replicate_2,Micro,Micro1
19185,10948,321,3284,96,13months-disease-replicate_2,Oligo,Oligo1
19186,17448,304,5234,91,13months-disease-replicate_2,Oligo,Oligo2
19187,1407,317,422,95,13months-disease-replicate_2,LHb,LHb
19188,13498,309,4049,92,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19189,548,316,164,94,13months-disease-replicate_2,LHb,LHb
19190,12879,313,3863,93,13months-disease-replicate_2,SMC,S5
19191,14030,318,4209,95,13months-disease-replicate_2,Astro,Astro1
19192,1238,310,371,93,13months-disease-replicate_2,Oligo,Oligo1
19193,7475,316,2242,94,13months-disease-replicate_2,SMC,S3
19194,8001,322,2400,96,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19195,1553,316,465,94,13months-disease-replicate_2,Endo,Endo1
19197,753,319,225,95,13months-disease-replicate_2,Oligo,Oligo1
19198,11298,325,3389,97,13months-disease-replicate_2,Oligo,Oligo1
19199,7605,349,2281,104,13months-disease-replicate_2,SMC,S3
19200,1307,330,392,99,13months-disease-replicate_2,LHb,LHb
19201,1885,332,565,99,13months-disease-replicate_2,Astro,Astro1
19203,3999,335,1199,100,13months-disease-replicate_2,Astro,Astro3
19204,8567,335,2570,100,13months-disease-replicate_2,Oligo,Oligo1
19205,17869,339,5360,101,13months-disease-replicate_2,Oligo,Oligo1
19206,1704,337,511,101,13months-disease-replicate_2,Oligo,Oligo1
19207,17021,339,5106,101,13months-disease-replicate_2,Astro,Astro3
19208,6038,339,1811,101,13months-disease-replicate_2,SMC,S1
19209,20291,339,6087,101,13months-disease-replicate_2,Oligo,Oligo1
19210,905,343,271,102,13months-disease-replicate_2,Astro,Astro1
19211,15271,346,4581,103,13months-disease-replicate_2,SMC,S1
19212,17788,346,5336,103,13months-disease-replicate_2,Oligo,Oligo1
19214,653,344,195,103,13months-disease-replicate_2,Endo,Endo3
19215,18360,349,5508,104,13months-disease-replicate_2,Oligo,Oligo1
19216,20110,351,6033,105,13months-disease-replicate_2,Oligo,Oligo1
19217,2122,357,636,107,13months-disease-replicate_2,SMC,S3
19218,10688,328,3206,98,13months-disease-replicate_2,Oligo,Oligo1
19220,8345,360,2503,108,13months-disease-replicate_2,Oligo,Oligo1
19221,20192,353,6057,105,13months-disease-replicate_2,Inh,Sst
19222,10074,372,3022,111,13months-disease-replicate_2,Oligo,Oligo1
19223,5720,371,1716,111,13months-disease-replicate_2,Micro,Micro3
19224,800,377,240,113,13months-disease-replicate_2,Astro,Astro1
19226,12997,383,3899,114,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19227,16774,371,5032,111,13months-disease-replicate_2,Endo,Endo1
19228,18260,372,5478,111,13months-disease-replicate_2,Oligo,Oligo1
19229,15665,380,4699,114,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19231,11670,396,3501,118,13months-disease-replicate_2,Inh,Pvalb
19232,13398,376,4019,112,13months-disease-replicate_2,Astro,Astro1
19233,406,386,121,115,13months-disease-replicate_2,Oligo,Oligo2
19234,6975,392,2092,117,13months-disease-replicate_2,Micro,Micro2
19237,11354,392,3406,117,13months-disease-replicate_2,SMC,S2
19239,8088,395,2426,118,13months-disease-replicate_2,Oligo,Oligo1
19240,1363,394,408,118,13months-disease-replicate_2,LHb,LHb
19241,16549,397,4964,119,13months-disease-replicate_2,SMC,S5
19242,16706,394,5011,118,13months-disease-replicate_2,SMC,S4
19243,1219,405,365,121,13months-disease-replicate_2,LHb,LHb
19244,9026,394,2707,118,13months-disease-replicate_2,Inh,Pvalb
19245,922,409,276,122,13months-disease-replicate_2,Astro,Astro1
19246,1956,399,586,119,13months-disease-replicate_2,Astro,Astro3
19247,584,407,175,122,13months-disease-replicate_2,LHb,LHb
19248,1121,408,336,122,13months-disease-replicate_2,Astro,Astro1
19249,11277,411,3383,123,13months-disease-replicate_2,Oligo,Oligo1
19250,11976,408,3592,122,13months-disease-replicate_2,Inh,Pvalb
19251,1724,409,517,122,13months-disease-replicate_2,Astro,Astro3
19252,9137,412,2741,123,13months-disease-replicate_2,Oligo,Oligo1
19254,8833,418,2649,125,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19255,16629,417,4988,125,13months-disease-replicate_2,SMC,S4
19256,1638,416,491,124,13months-disease-replicate_2,LHb,LHb
19257,2384,428,715,128,13months-disease-replicate_2,Astro,Astro1
19258,9265,427,2779,128,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19259,14430,433,4329,129,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19261,16312,449,4893,134,13months-disease-replicate_2,SMC,S3
19262,857,441,257,132,13months-disease-replicate_2,Astro,Astro1
19263,8895,448,2668,134,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19264,1925,463,577,138,13months-disease-replicate_2,SMC,S4
19265,16404,455,4921,136,13months-disease-replicate_2,SMC,S5
19266,7891,431,2367,129,13months-disease-replicate_2,SMC,S3
19267,10858,458,3257,137,13months-disease-replicate_2,Endo,Endo1
19268,1014,463,304,138,13months-disease-replicate_2,LHb,LHb
19269,758,456,227,136,13months-disease-replicate_2,LHb,LHb
19270,1383,467,414,140,13months-disease-replicate_2,LHb,LHb
19271,4739,462,1421,138,13months-disease-replicate_2,Micro,Micro3
19273,655,482,196,144,13months-disease-replicate_2,LHb,LHb
19274,10753,507,3225,152,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19275,10050,484,3015,145,13months-disease-replicate_2,Astro,Astro1
19276,8958,482,2687,144,13months-disease-replicate_2,Oligo,Oligo1
19277,10532,483,3159,144,13months-disease-replicate_2,Oligo,Oligo3
19278,2634,519,790,155,13months-disease-replicate_2,Astro,Astro3
19279,1116,495,334,148,13months-disease-replicate_2,LHb,LHb
19280,1651,489,495,146,13months-disease-replicate_2,Astro,Astro1
19282,2004,485,601,145,13months-disease-replicate_2,Astro,Astro3
19283,12281,497,3684,149,13months-disease-replicate_2,Oligo,Oligo1
19284,16837,499,5051,149,13months-disease-replicate_2,Oligo,Oligo1
19285,1486,498,445,149,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19286,6785,508,2035,152,13months-disease-replicate_2,Micro,Micro2
19287,16242,517,4872,155,13months-disease-replicate_2,Astro,Astro3
19288,14976,524,4492,157,13months-disease-replicate_2,Astro,Astro1
19289,893,528,267,158,13months-disease-replicate_2,Oligo,Oligo1
19290,304,532,91,159,13months-disease-replicate_2,Oligo,Oligo1
19291,7738,525,2321,157,13months-disease-replicate_2,Astro,Astro2
19293,4996,540,1498,162,13months-disease-replicate_2,Endo,Endo1
19294,1839,541,551,162,13months-disease-replicate_2,Astro,Astro3
19295,7956,550,2386,165,13months-disease-replicate_2,Micro,Micro3
19296,1361,556,408,166,13months-disease-replicate_2,LHb,LHb
19297,8484,554,2545,166,13months-disease-replicate_2,Astro,Astro1
19298,9418,564,2825,169,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19299,1072,558,321,167,13months-disease-replicate_2,Oligo,Oligo1
19300,12437,589,3731,176,13months-disease-replicate_2,Endo,Endo1
19301,16980,564,5094,169,13months-disease-replicate_2,Oligo,Oligo1
19304,1938,567,581,170,13months-disease-replicate_2,Micro,Micro1
19305,1237,575,371,172,13months-disease-replicate_2,LHb,LHb
19306,552,574,165,172,13months-disease-replicate_2,LHb,LHb
19307,3030,578,909,173,13months-disease-replicate_2,Astro,Astro2
19308,5426,592,1627,177,13months-disease-replicate_2,Oligo,Oligo1
19309,1757,581,527,174,13months-disease-replicate_2,SMC,S5
19314,7255,592,2176,177,13months-disease-replicate_2,SMC,S2
19315,16599,591,4979,177,13months-disease-replicate_2,Oligo,Oligo1
19318,1663,607,498,182,13months-disease-replicate_2,Astro,Astro3
19319,8481,618,2544,185,13months-disease-replicate_2,Astro,Astro3
19320,13854,630,4156,189,13months-disease-replicate_2,Micro,Micro1
19321,8852,641,2655,192,13months-disease-replicate_2,Astro,Astro2
19322,3435,644,1030,193,13months-disease-replicate_2,Micro,Micro2
19323,1074,649,322,194,13months-disease-replicate_2,Astro,Astro1
19324,13100,638,3930,191,13months-disease-replicate_2,Oligo,Oligo1
19325,8616,642,2584,192,13months-disease-replicate_2,Oligo,Oligo1
19326,8105,645,2431,193,13months-disease-replicate_2,Micro,Micro3
19327,17229,652,5168,195,13months-disease-replicate_2,Astro,Astro1
19328,9271,646,2781,193,13months-disease-replicate_2,Astro,Astro1
19329,9172,648,2751,194,13months-disease-replicate_2,Oligo,Oligo1
19330,9857,654,2957,196,13months-disease-replicate_2,Endo,Endo1
19331,1603,652,480,195,13months-disease-replicate_2,Astro,Astro1
19332,763,636,228,190,13months-disease-replicate_2,LHb,LHb
19333,9993,660,2997,198,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19334,9788,663,2936,198,13months-disease-replicate_2,Astro,Astro1
19335,11314,665,3394,199,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19336,16454,666,4936,199,13months-disease-replicate_2,Oligo,Oligo1
19337,10622,669,3186,200,13months-disease-replicate_2,SMC,S1
19338,12689,652,3806,195,13months-disease-replicate_2,Endo,Endo1
19339,3902,679,1170,203,13months-disease-replicate_2,Astro,Astro1
19340,9347,676,2804,202,13months-disease-replicate_2,Oligo,Oligo1
19341,11014,659,3304,197,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19342,674,682,202,204,13months-disease-replicate_2,LHb,LHb
19343,10501,683,3150,204,13months-disease-replicate_2,Endo,Endo1
19344,8343,687,2502,206,13months-disease-replicate_2,Micro,Micro3
19345,458,680,137,204,13months-disease-replicate_2,LHb,LHb
19346,18517,682,5555,204,13months-disease-replicate_2,Inh,Sst
19347,1664,690,499,207,13months-disease-replicate_2,SMC,S3
19348,13143,692,3942,207,13months-disease-replicate_2,Oligo,Oligo1
19349,16320,696,4896,208,13months-disease-replicate_2,Oligo,Oligo1
19350,1545,716,463,214,13months-disease-replicate_2,Astro,Astro3
19351,19254,692,5776,207,13months-disease-replicate_2,Oligo,Oligo1
19353,232,713,69,213,13months-disease-replicate_2,LHb,LHb
19354,11199,712,3359,213,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19355,16239,723,4871,216,13months-disease-replicate_2,Oligo,Oligo1
19356,575,724,172,217,13months-disease-replicate_2,Oligo,Oligo1
19358,12553,728,3765,218,13months-disease-replicate_2,Micro,Micro1
19359,5713,733,1713,219,13months-disease-replicate_2,Micro,Micro3
19360,20849,737,6254,221,13months-disease-replicate_2,Astro,Astro3
19361,8767,760,2630,228,13months-disease-replicate_2,Micro,Micro3
19362,760,748,228,224,13months-disease-replicate_2,LHb,LHb
19363,12628,766,3788,229,13months-disease-replicate_2,Oligo,Oligo1
19364,8144,739,2443,221,13months-disease-replicate_2,Micro,Micro3
19365,2156,751,646,225,13months-disease-replicate_2,Astro,Astro2
19367,1206,754,361,226,13months-disease-replicate_2,Inh,Sst
19368,349,755,104,226,13months-disease-replicate_2,LHb,LHb
19369,488,758,146,227,13months-disease-replicate_2,LHb,LHb
19370,3976,766,1192,229,13months-disease-replicate_2,Endo,Endo1
19371,9102,764,2730,229,13months-disease-replicate_2,SMC,S3
19372,12182,766,3654,229,13months-disease-replicate_2,Endo,Endo1
19373,8597,767,2579,230,13months-disease-replicate_2,Micro,Micro3
19374,2672,775,801,232,13months-disease-replicate_2,Micro,Micro3
19375,1301,773,390,231,13months-disease-replicate_2,LHb,LHb
19376,13427,773,4028,231,13months-disease-replicate_2,Oligo,Oligo2
19377,122,776,36,232,13months-disease-replicate_2,LHb,LHb
19378,3685,783,1105,234,13months-disease-replicate_2,Endo,Endo2
19379,13341,780,4002,234,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19380,1135,811,340,243,13months-disease-replicate_2,SMC,S2
19381,6370,780,1911,234,13months-disease-replicate_2,Astro,Astro2
19382,13260,799,3978,239,13months-disease-replicate_2,Oligo,Oligo1
19383,8871,812,2661,243,13months-disease-replicate_2,Micro,Micro3
19384,9379,813,2813,243,13months-disease-replicate_2,Astro,Astro3
19385,466,818,139,245,13months-disease-replicate_2,LHb,LHb
19386,18137,819,5441,245,13months-disease-replicate_2,Micro,Micro1
19387,4859,815,1457,244,13months-disease-replicate_2,Astro,Astro3
19389,7424,823,2227,246,13months-disease-replicate_2,Micro,Micro2
19390,13059,814,3917,244,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19391,315,828,94,248,13months-disease-replicate_2,Oligo,Oligo1
19393,12888,830,3866,249,13months-disease-replicate_2,Micro,Micro1
19394,4460,838,1338,251,13months-disease-replicate_2,SMC,S2
19395,13662,838,4098,251,13months-disease-replicate_2,Astro,Astro1
19396,19564,842,5869,252,13months-disease-replicate_2,SMC,S1
19398,11712,844,3513,253,13months-disease-replicate_2,Oligo,Oligo1
19399,11989,851,3596,255,13months-disease-replicate_2,Micro,Micro1
19400,5438,856,1631,256,13months-disease-replicate_2,Astro,Astro1
19401,1433,838,429,251,13months-disease-replicate_2,Astro,Astro2
19402,2789,859,836,257,13months-disease-replicate_2,Micro,Micro1
19403,4760,860,1428,258,13months-disease-replicate_2,Micro,Micro2
19404,9742,860,2922,258,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19405,12116,889,3634,266,13months-disease-replicate_2,Oligo,Oligo1
19406,14428,844,4328,253,13months-disease-replicate_2,Endo,Endo1
19407,15236,871,4570,261,13months-disease-replicate_2,SMC,S3
19408,9132,865,2739,259,13months-disease-replicate_2,Astro,Astro3
19410,9937,868,2981,260,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19411,12948,877,3884,263,13months-disease-replicate_2,Endo,Endo2
19412,17943,901,5382,270,13months-disease-replicate_2,Inh,Pvalb_Nog
19413,1334,861,400,258,13months-disease-replicate_2,Astro,Astro1
19414,4928,876,1478,262,13months-disease-replicate_2,Astro,Astro3
19415,15129,870,4538,261,13months-disease-replicate_2,SMC,S3
19416,2669,877,800,263,13months-disease-replicate_2,Oligo,Oligo2
19417,7887,873,2366,261,13months-disease-replicate_2,Endo,Endo1
19418,15008,882,4502,264,13months-disease-replicate_2,SMC,S3
19419,1239,895,371,268,13months-disease-replicate_2,Astro,Astro1
19420,16042,889,4812,266,13months-disease-replicate_2,Oligo,Oligo2
19423,16974,895,5092,268,13months-disease-replicate_2,Micro,Micro1
19424,9531,898,2859,269,13months-disease-replicate_2,SMC,S3
19425,10464,900,3139,270,13months-disease-replicate_2,Inh,Pvalb_Nog
19426,978,910,293,273,13months-disease-replicate_2,Astro,Astro3
19427,12424,903,3727,270,13months-disease-replicate_2,OPC,OPC
19428,11436,904,3430,271,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19429,15579,902,4673,270,13months-disease-replicate_2,Oligo,Oligo1
19430,8305,910,2491,273,13months-disease-replicate_2,Endo,Endo1
19431,8914,908,2674,272,13months-disease-replicate_2,Micro,Micro3
19432,12506,910,3751,273,13months-disease-replicate_2,Astro,Astro1
19433,14132,911,4239,273,13months-disease-replicate_2,Oligo,Oligo1
19435,2068,917,620,275,13months-disease-replicate_2,OPC,OPC
19436,18858,919,5657,275,13months-disease-replicate_2,Inh,Sst
19437,14032,932,4209,279,13months-disease-replicate_2,Micro,Micro1
19438,15408,935,4622,280,13months-disease-replicate_2,Oligo,Oligo1
19439,7887,944,2366,283,13months-disease-replicate_2,Micro,Micro2
19441,6979,941,2093,282,13months-disease-replicate_2,Micro,Micro2
19442,14930,945,4479,283,13months-disease-replicate_2,Astro,Astro1
19443,9706,943,2911,282,13months-disease-replicate_2,SMC,S5
19444,19646,952,5893,285,13months-disease-replicate_2,Endo,Endo1
19445,13835,964,4150,289,13months-disease-replicate_2,Oligo,Oligo1
19446,5646,961,1693,288,13months-disease-replicate_2,Micro,Micro3
19447,7306,964,2191,289,13months-disease-replicate_2,Micro,Micro3
19448,2538,968,761,290,13months-disease-replicate_2,Astro,Astro3
19449,11398,970,3419,291,13months-disease-replicate_2,Astro,Astro1
19450,15555,971,4666,291,13months-disease-replicate_2,Oligo,Oligo1
19451,6378,978,1913,293,13months-disease-replicate_2,Endo,Endo2
19452,10322,974,3096,292,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19453,12991,978,3897,293,13months-disease-replicate_2,CTX-Ex,CTX-Ex3
19455,10401,995,3120,298,13months-disease-replicate_2,CTX-Ex,CTX-Ex2
19456,813,983,243,294,13months-disease-replicate_2,LHb,LHb
19457,18030,996,5409,298,13months-disease-replicate_2,Endo,Endo1
19458,9724,1010,2917,303,13months-disease-replicate_2,SMC,S3
19459,9606,998,2881,299,13months-disease-replicate_2,Endo,Endo2
19460,14428,1009,4328,302,13months-disease-replicate_2,Endo,Endo2
19461,271,1018,81,305,13months-disease-replicate_2,LHb,LHb
19462,9864,991,2959,297,13months-disease-replicate_2,SMC,S3
19463,6110,1014,1833,304,13months-disease-replicate_2,Astro,Astro3
19466,135,1013,40,303,13months-disease-replicate_2,Astro,Astro2
19467,9996,1037,2998,311,13months-disease-replicate_2,SMC,S3
19468,14290,1041,4287,312,13months-disease-replicate_2,SMC,S3
19469,19804,1038,5941,311,13months-disease-replicate_2,Oligo,Oligo1
19470,16413,1041,4923,312,13months-disease-replicate_2,Astro,Astro1
19472,4243,1046,1272,313,13months-disease-replicate_2,OPC,OPC
19473,3167,1056,950,316,13months-disease-replicate_2,Astro,Astro3
19474,5653,1060,1695,318,13months-disease-replicate_2,Astro,Astro1
19475,14112,1061,4233,318,13months-disease-replicate_2,Astro,Astro3
19477,6118,1071,1835,321,13months-disease-replicate_2,Astro,Astro2
19478,1866,1067,559,320,13months-disease-replicate_2,Astro,Astro1
19479,4399,1069,1319,320,13months-disease-replicate_2,Astro,Astro1
19480,18022,1074,5406,322,13months-disease-replicate_2,Endo,Endo3
19481,12913,1061,3873,318,13months-disease-replicate_2,Oligo,Oligo1
19482,212,1090,63,327,13months-disease-replicate_2,Oligo,Oligo1
19484,17927,1083,5378,324,13months-disease-replicate_2,Oligo,Oligo1
19485,75,1093,22,327,13months-disease-replicate_2,Oligo,Oligo1
19486,12657,1098,3797,329,13months-disease-replicate_2,Astro,Astro3
19487,17207,1104,5162,331,13months-disease-replicate_2,Astro,Astro2
19488,10127,1096,3038,328,13months-disease-replicate_2,Micro,Micro3
19489,10265,1113,3079,333,13months-disease-replicate_2,SMC,S3
19491,9353,1109,2805,332,13months-disease-replicate_2,Endo,Endo1
19492,8727,1117,2618,335,13months-disease-replicate_2,SMC,S1
19493,13942,1120,4182,336,13months-disease-replicate_2,SMC,S3
19494,4782,1119,1434,335,13months-disease-replicate_2,Micro,Micro3
19495,9591,1116,2877,334,13months-disease-replicate_2,Micro,Micro1
19496,5387,1127,1616,338,13months-disease-replicate_2,DG,DG
