NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
29419,3301,399,990,119,13months-disease-replicate_1,DG,DG
29420,2444,397,733,119,13months-disease-replicate_1,DG,DG
29421,3207,395,962,118,13months-disease-replicate_1,DG,DG
29422,3585,397,1075,119,13months-disease-replicate_1,DG,DG
29423,3382,397,1014,119,13months-disease-replicate_1,DG,DG
29424,22173,390,6651,117,13months-disease-replicate_1,Micro,Micro1
29425,20557,404,6167,121,13months-disease-replicate_1,Oligo,Oligo1
29426,2102,402,630,120,13months-disease-replicate_1,DG,DG
29427,3768,394,1130,118,13months-disease-replicate_1,DG,DG
29428,20842,410,6252,123,13months-disease-replicate_1,SMC,S1
29429,3666,423,1099,126,13months-disease-replicate_1,DG,DG
29430,2769,417,830,125,13months-disease-replicate_1,DG,DG
29431,3954,427,1186,128,13months-disease-replicate_1,DG,DG
29432,3844,418,1153,125,13months-disease-replicate_1,DG,DG
29433,14092,426,4227,127,13months-disease-replicate_1,Astro,Astro3
29434,2631,435,789,130,13months-disease-replicate_1,DG,DG
29435,9416,435,2824,130,13months-disease-replicate_1,Inh,Pvalb_Nog
29436,2301,421,690,126,13months-disease-replicate_1,DG,DG
29437,3004,433,901,129,13months-disease-replicate_1,DG,DG
29438,13177,438,3953,131,13months-disease-replicate_1,Oligo,Oligo2
29439,2170,424,651,127,13months-disease-replicate_1,DG,DG
29440,8649,450,2594,135,13months-disease-replicate_1,SMC,S3
29441,1622,451,486,135,13months-disease-replicate_1,Micro,Micro3
29442,5418,452,1625,135,13months-disease-replicate_1,Micro,Micro3
29443,11131,450,3339,135,13months-disease-replicate_1,Inh,Pvalb
29444,2405,470,721,141,13months-disease-replicate_1,DG,DG
29445,3456,462,1036,138,13months-disease-replicate_1,DG,DG
29446,3188,468,956,140,13months-disease-replicate_1,DG,DG
29447,2923,474,876,142,13months-disease-replicate_1,DG,DG
29448,9855,469,2956,140,13months-disease-replicate_1,CTX-Ex,CTX-Ex3
29449,12343,474,3702,142,13months-disease-replicate_1,Astro,Astro3
29450,3539,474,1061,142,13months-disease-replicate_1,DG,DG
29451,11770,484,3531,145,13months-disease-replicate_1,Astro,Astro3
29452,3751,481,1125,144,13months-disease-replicate_1,DG,DG
29453,20841,478,6252,143,13months-disease-replicate_1,Endo,Endo1
29454,1930,484,579,145,13months-disease-replicate_1,DG,DG
29455,2826,495,847,148,13months-disease-replicate_1,DG,DG
29456,4113,478,1233,143,13months-disease-replicate_1,DG,DG
29457,2709,487,812,146,13months-disease-replicate_1,DG,DG
29458,12545,491,3763,147,13months-disease-replicate_1,Oligo,Oligo1
29459,2235,479,670,143,13months-disease-replicate_1,DG,DG
29460,2561,492,768,147,13months-disease-replicate_1,DG,DG
29461,3326,494,997,148,13months-disease-replicate_1,DG,DG
29462,2014,486,604,145,13months-disease-replicate_1,DG,DG
29463,28,496,8,148,13months-disease-replicate_1,Micro,Micro3
29464,5259,504,1577,151,13months-disease-replicate_1,Micro,Micro3
29465,3054,502,916,150,13months-disease-replicate_1,DG,DG
29466,10023,505,3006,151,13months-disease-replicate_1,CTX-Ex,CTX-Ex3
29467,20967,509,6290,152,13months-disease-replicate_1,Endo,Endo3
29468,10822,510,3246,153,13months-disease-replicate_1,CTX-Ex,CTX-Ex2
29469,8810,530,2643,159,13months-disease-replicate_1,SMC,S3
29470,8733,523,2619,156,13months-disease-replicate_1,SMC,S3
29471,3841,515,1152,154,13months-disease-replicate_1,DG,DG
29472,3951,516,1185,154,13months-disease-replicate_1,DG,DG
29473,3219,524,965,157,13months-disease-replicate_1,DG,DG
29474,3401,526,1020,157,13months-disease-replicate_1,DG,DG
29475,3603,518,1080,155,13months-disease-replicate_1,DG,DG
29476,20875,532,6262,159,13months-disease-replicate_1,Oligo,Oligo1
29477,2076,529,622,158,13months-disease-replicate_1,DG,DG
29478,3676,534,1102,160,13months-disease-replicate_1,DG,DG
29479,12059,536,3617,160,13months-disease-replicate_1,Astro,Astro1
29480,19670,545,5901,163,13months-disease-replicate_1,Astro,Astro1
29481,2329,544,698,163,13months-disease-replicate_1,DG,DG
29482,8353,545,2505,163,13months-disease-replicate_1,Astro,Astro2
29483,4264,547,1279,164,13months-disease-replicate_1,DG,DG
29484,8972,547,2691,164,13months-disease-replicate_1,SMC,S5
29485,4192,534,1257,160,13months-disease-replicate_1,DG,DG
29486,8890,545,2667,163,13months-disease-replicate_1,SMC,S3
29487,469,548,140,164,13months-disease-replicate_1,Oligo,Oligo2
29488,11718,551,3515,165,13months-disease-replicate_1,SMC,S3
29489,2646,549,793,164,13months-disease-replicate_1,DG,DG
29490,13246,549,3973,164,13months-disease-replicate_1,Astro,Astro3
29491,15881,553,4764,165,13months-disease-replicate_1,Endo,Endo3
29492,4388,562,1316,168,13months-disease-replicate_1,DG,DG
29493,2483,556,744,166,13months-disease-replicate_1,DG,DG
29494,8645,560,2593,168,13months-disease-replicate_1,Astro,Astro3
29495,585,565,175,169,13months-disease-replicate_1,Oligo,Oligo1
29496,18634,564,5590,169,13months-disease-replicate_1,Astro,Astro1
29497,14322,569,4296,170,13months-disease-replicate_1,Astro,Astro1
29498,2958,563,887,168,13months-disease-replicate_1,DG,DG
29499,2145,573,643,171,13months-disease-replicate_1,DG,DG
29500,3780,576,1134,172,13months-disease-replicate_1,DG,DG
29501,4045,560,1213,168,13months-disease-replicate_1,DG,DG
29503,12940,576,3882,172,13months-disease-replicate_1,Micro,Micro2
29504,3513,572,1053,171,13months-disease-replicate_1,DG,DG
29505,2743,579,822,173,13months-disease-replicate_1,DG,DG
29506,1639,596,491,178,13months-disease-replicate_1,DG,DG
29507,3272,588,981,176,13months-disease-replicate_1,DG,DG
29508,4131,599,1239,179,13months-disease-replicate_1,DG,DG
29509,1965,602,589,180,13months-disease-replicate_1,DG,DG
29510,2826,596,847,178,13months-disease-replicate_1,DG,DG
29511,3020,610,906,183,13months-disease-replicate_1,DG,DG
29512,3093,594,927,178,13months-disease-replicate_1,DG,DG
29513,9473,606,2841,181,13months-disease-replicate_1,Astro,Astro1
29514,4508,604,1352,181,13months-disease-replicate_1,DG,DG
29515,3164,596,949,178,13months-disease-replicate_1,DG,DG
29516,2589,612,776,183,13months-disease-replicate_1,DG,DG
29517,2234,612,670,183,13months-disease-replicate_1,DG,DG
29518,1809,614,542,184,13months-disease-replicate_1,DG,DG
29519,3437,617,1031,185,13months-disease-replicate_1,DG,DG
29520,3354,616,1006,184,13months-disease-replicate_1,DG,DG
29521,14851,621,4455,186,13months-disease-replicate_1,Micro,Micro1
29522,5485,614,1645,184,13months-disease-replicate_1,Oligo,Oligo3
29523,2899,614,869,184,13months-disease-replicate_1,DG,DG
29524,3594,632,1078,189,13months-disease-replicate_1,DG,DG
29525,10951,628,3285,188,13months-disease-replicate_1,Micro,Micro2
29526,3884,619,1165,185,13months-disease-replicate_1,DG,DG
29527,10580,636,3174,190,13months-disease-replicate_1,SMC,S3
29528,12780,629,3834,188,13months-disease-replicate_1,Micro,Micro1
29530,3968,638,1190,191,13months-disease-replicate_1,DG,DG
29531,8902,635,2670,190,13months-disease-replicate_1,Endo,Endo1
29532,2381,622,714,186,13months-disease-replicate_1,DG,DG
29533,10431,634,3129,190,13months-disease-replicate_1,Endo,Endo1
29534,8710,632,2613,189,13months-disease-replicate_1,DG,DG
29535,3705,637,1111,191,13months-disease-replicate_1,DG,DG
29536,13376,639,4012,191,13months-disease-replicate_1,Astro,Astro2
29537,13652,640,4095,192,13months-disease-replicate_1,Astro,Astro1
29538,2050,642,615,192,13months-disease-replicate_1,DG,DG
29539,4333,640,1299,192,13months-disease-replicate_1,DG,DG
29540,7681,648,2304,194,13months-disease-replicate_1,Endo,Endo2
29541,4215,648,1264,194,13months-disease-replicate_1,DG,DG
29542,9197,654,2759,196,13months-disease-replicate_1,SMC,S5
29543,10660,655,3198,196,13months-disease-replicate_1,SMC,S5
29544,10302,655,3090,196,13months-disease-replicate_1,SMC,S5
29545,9879,658,2963,197,13months-disease-replicate_1,SMC,S3
29546,4035,677,1210,203,13months-disease-replicate_1,DG,DG
29547,21114,671,6334,201,13months-disease-replicate_1,Inh,Pvalb
29548,9323,669,2796,200,13months-disease-replicate_1,SMC,S3
29549,3217,676,965,202,13months-disease-replicate_1,DG,DG
29550,3803,672,1140,201,13months-disease-replicate_1,DG,DG
29551,1890,671,567,201,13months-disease-replicate_1,DG,DG
29552,4586,677,1375,203,13months-disease-replicate_1,SMC,S2
29553,12489,673,3746,201,13months-disease-replicate_1,Micro,Micro1
29554,9509,671,2852,201,13months-disease-replicate_1,SMC,S3
29555,13111,678,3933,203,13months-disease-replicate_1,Micro,Micro3
29556,9082,680,2724,204,13months-disease-replicate_1,SMC,S5
29558,8810,682,2643,204,13months-disease-replicate_1,DG,DG
29559,10510,687,3153,206,13months-disease-replicate_1,Astro,Astro1
29560,2792,683,837,204,13months-disease-replicate_1,DG,DG
29561,11796,690,3538,207,13months-disease-replicate_1,Oligo,Oligo1
29562,2691,682,807,204,13months-disease-replicate_1,DG,DG
29563,4438,681,1331,204,13months-disease-replicate_1,DG,DG
29564,3501,692,1050,207,13months-disease-replicate_1,DG,DG
29565,1744,690,523,207,13months-disease-replicate_1,DG,DG
29566,2965,712,889,213,13months-disease-replicate_1,DG,DG
29567,2316,691,694,207,13months-disease-replicate_1,DG,DG
29568,2594,702,778,210,13months-disease-replicate_1,DG,DG
29569,2432,698,729,209,13months-disease-replicate_1,DG,DG
29570,3282,703,984,210,13months-disease-replicate_1,DG,DG
29571,10814,705,3244,211,13months-disease-replicate_1,SMC,S1
29572,2177,693,653,207,13months-disease-replicate_1,DG,DG
29573,15891,703,4767,210,13months-disease-replicate_1,Astro,Astro1
29574,3149,715,944,214,13months-disease-replicate_1,DG,DG
29575,2879,712,863,213,13months-disease-replicate_1,DG,DG
29576,2513,700,753,210,13months-disease-replicate_1,DG,DG
29577,3055,722,916,216,13months-disease-replicate_1,DG,DG
29578,4104,704,1231,211,13months-disease-replicate_1,DG,DG
29579,12912,707,3873,212,13months-disease-replicate_1,Micro,Micro3
29580,3348,710,1004,213,13months-disease-replicate_1,DG,DG
29581,2087,714,626,214,13months-disease-replicate_1,DG,DG
29582,8630,714,2589,214,13months-disease-replicate_1,DG,DG
29583,18600,715,5580,214,13months-disease-replicate_1,Endo,Endo2
29584,11175,718,3352,215,13months-disease-replicate_1,Oligo,Oligo3
29585,12277,719,3683,215,13months-disease-replicate_1,Oligo,Oligo1
29586,3663,721,1098,216,13months-disease-replicate_1,DG,DG
29587,6898,715,2069,214,13months-disease-replicate_1,Astro,Astro2
29588,4191,736,1257,220,13months-disease-replicate_1,DG,DG
29589,13028,722,3908,216,13months-disease-replicate_1,Micro,Micro2
29590,19526,727,5857,218,13months-disease-replicate_1,SMC,S1
29591,1646,732,493,219,13months-disease-replicate_1,DG,DG
29592,12464,735,3739,220,13months-disease-replicate_1,SMC,S1
29593,3422,740,1026,222,13months-disease-replicate_1,DG,DG
29594,4302,738,1290,221,13months-disease-replicate_1,DG,DG
29595,3903,732,1170,219,13months-disease-replicate_1,DG,DG
29596,2254,737,676,221,13months-disease-replicate_1,DG,DG
29597,9139,741,2741,222,13months-disease-replicate_1,Astro,Astro3
29598,4524,745,1357,223,13months-disease-replicate_1,DG,DG
29599,13104,743,3931,222,13months-disease-replicate_1,Micro,Micro3
29600,1890,750,567,225,13months-disease-replicate_1,DG,DG
29601,8275,752,2482,225,13months-disease-replicate_1,Astro,Astro1
29603,3777,755,1133,226,13months-disease-replicate_1,DG,DG
29604,8717,747,2615,224,13months-disease-replicate_1,DG,DG
29605,17345,758,5203,227,13months-disease-replicate_1,Oligo,Oligo1
29606,2763,763,828,228,13months-disease-replicate_1,DG,DG
29607,8893,751,2667,225,13months-disease-replicate_1,DG,DG
29608,4402,765,1320,229,13months-disease-replicate_1,DG,DG
29609,2010,764,603,229,13months-disease-replicate_1,DG,DG
29610,5287,769,1586,230,13months-disease-replicate_1,Oligo,Oligo1
29611,3579,762,1073,228,13months-disease-replicate_1,DG,DG
29612,2358,772,707,231,13months-disease-replicate_1,DG,DG
29613,8970,768,2691,230,13months-disease-replicate_1,Astro,Astro3
29614,1786,784,535,235,13months-disease-replicate_1,DG,DG
29615,4618,779,1385,233,13months-disease-replicate_1,DG,DG
29616,8417,776,2525,232,13months-disease-replicate_1,DG,DG
29617,910,782,273,234,13months-disease-replicate_1,Micro,Micro3
29618,13003,796,3900,238,13months-disease-replicate_1,Micro,Micro3
29619,8808,794,2642,238,13months-disease-replicate_1,DG,DG
29620,2143,795,642,238,13months-disease-replicate_1,DG,DG
29621,9509,786,2852,235,13months-disease-replicate_1,Oligo,Oligo1
29622,7361,789,2208,236,13months-disease-replicate_1,Micro,Micro1
29623,2647,783,794,234,13months-disease-replicate_1,DG,DG
29624,12926,794,3877,238,13months-disease-replicate_1,Micro,Micro3
29625,13633,792,4089,237,13months-disease-replicate_1,Oligo,Oligo1
29626,19673,787,5901,236,13months-disease-replicate_1,Micro,Micro1
29627,4722,778,1416,233,13months-disease-replicate_1,DG,DG
29628,6230,794,1869,238,13months-disease-replicate_1,Endo,Endo1
29629,2867,796,860,238,13months-disease-replicate_1,DG,DG
29630,2476,801,742,240,13months-disease-replicate_1,DG,DG
29631,3237,794,971,238,13months-disease-replicate_1,DG,DG
29632,4100,801,1230,240,13months-disease-replicate_1,DG,DG
29633,12770,809,3831,242,13months-disease-replicate_1,Micro,Micro3
29634,3355,804,1006,241,13months-disease-replicate_1,DG,DG
29635,4003,792,1200,237,13months-disease-replicate_1,DG,DG
29636,3509,805,1052,241,13months-disease-replicate_1,DG,DG
29637,8667,815,2600,244,13months-disease-replicate_1,DG,DG
29638,16612,835,4983,250,13months-disease-replicate_1,Astro,Astro2
29639,12518,816,3755,244,13months-disease-replicate_1,Oligo,Oligo1
29640,3855,820,1156,246,13months-disease-replicate_1,DG,DG
29641,2558,819,767,245,13months-disease-replicate_1,DG,DG
29642,16489,820,4946,246,13months-disease-replicate_1,OPC,OPC
29643,16411,823,4923,246,13months-disease-replicate_1,Astro,Astro1
29644,3668,818,1100,245,13months-disease-replicate_1,DG,DG
29645,10868,815,3260,244,13months-disease-replicate_1,Oligo,Oligo1
29646,4259,820,1277,246,13months-disease-replicate_1,DG,DG
29647,2241,837,672,251,13months-disease-replicate_1,DG,DG
29648,3107,825,932,247,13months-disease-replicate_1,DG,DG
29649,1920,836,576,250,13months-disease-replicate_1,DG,DG
29650,4852,840,1455,252,13months-disease-replicate_1,DG,DG
29651,3933,841,1179,252,13months-disease-replicate_1,DG,DG
29652,13073,847,3921,254,13months-disease-replicate_1,Oligo,Oligo2
29653,4400,844,1320,253,13months-disease-replicate_1,DG,DG
29654,8910,844,2673,253,13months-disease-replicate_1,DG,DG
29655,19978,841,5993,252,13months-disease-replicate_1,Oligo,Oligo1
29656,1046,840,313,252,13months-disease-replicate_1,Micro,Micro3
29657,2412,840,723,252,13months-disease-replicate_1,DG,DG
29658,11730,842,3519,252,13months-disease-replicate_1,Oligo,Oligo1
29659,4507,843,1352,252,13months-disease-replicate_1,DG,DG
29661,3754,848,1126,254,13months-disease-replicate_1,DG,DG
29662,3452,848,1035,254,13months-disease-replicate_1,DG,DG
29663,5084,846,1525,253,13months-disease-replicate_1,DG,DG
29664,2709,845,812,253,13months-disease-replicate_1,DG,DG
29665,1602,863,480,258,13months-disease-replicate_1,DG,DG
29666,16661,864,4998,259,13months-disease-replicate_1,Astro,Astro1
29667,19743,849,5922,254,13months-disease-replicate_1,OPC,OPC
29668,2794,861,838,258,13months-disease-replicate_1,DG,DG
29669,17114,873,5134,261,13months-disease-replicate_1,Oligo,Oligo1
29670,2333,865,699,259,13months-disease-replicate_1,DG,DG
29671,16038,863,4811,258,13months-disease-replicate_1,Oligo,Oligo3
29672,4169,861,1250,258,13months-disease-replicate_1,DG,DG
29673,8609,862,2582,258,13months-disease-replicate_1,DG,DG
29674,3318,874,995,262,13months-disease-replicate_1,DG,DG
29675,3572,871,1071,261,13months-disease-replicate_1,DG,DG
29676,8520,859,2556,257,13months-disease-replicate_1,DG,DG
29677,8744,871,2623,261,13months-disease-replicate_1,DG,DG
29678,15889,875,4766,262,13months-disease-replicate_1,Astro,Astro1
29679,2996,858,898,257,13months-disease-replicate_1,DG,DG
29680,4655,888,1396,266,13months-disease-replicate_1,DG,DG
29681,4036,902,1210,270,13months-disease-replicate_1,DG,DG
29682,4746,884,1423,265,13months-disease-replicate_1,DG,DG
29683,9650,886,2895,265,13months-disease-replicate_1,Astro,Astro3
29684,3206,884,961,265,13months-disease-replicate_1,DG,DG
29685,19677,886,5903,265,13months-disease-replicate_1,Endo,Endo1
29686,4957,883,1487,264,13months-disease-replicate_1,DG,DG
29687,2631,886,789,265,13months-disease-replicate_1,DG,DG
29688,2892,879,867,263,13months-disease-replicate_1,DG,DG
29689,9216,889,2764,266,13months-disease-replicate_1,Oligo,Oligo3
29690,2015,884,604,265,13months-disease-replicate_1,DG,DG
29691,1699,889,509,266,13months-disease-replicate_1,DG,DG
29692,1803,893,540,267,13months-disease-replicate_1,DG,DG
29693,5281,892,1584,267,13months-disease-replicate_1,DG,DG
29694,3822,903,1146,270,13months-disease-replicate_1,DG,DG
29695,10907,896,3272,268,13months-disease-replicate_1,Micro,Micro2
29696,4575,895,1372,268,13months-disease-replicate_1,DG,DG
